greyhound,dog_id,date,track,distance,trap,finish_position,run_time,sectional_time,sp,race_class,btn_distance,source
Pro Parker,54762.0,2025-02-28,Romford,400,6,1,24.7,3.67,5/1,OR,,sporting_life
Pro Parker,54762.0,2025-02-23,Towcester,270,6,4,16.06,,12/1,OR,¾,sporting_life
Pro Parker,54762.0,2025-02-09,Towcester,270,5,6,,,20/1,OR2,dis,sporting_life
Pro Parker,,2025-02-04,Towcester,270,1,1,15.88,,04/02,,,timeform
Pro Parker,54762.0,2025-01-31,Romford,400,5,3,24.59,3.71,12/1,OR3,1 ¾,sporting_life
Pro Parker,54762.0,2025-01-24,Romford,400,5,2,24.31,3.68,12/1,OR3,1 ¾,sporting_life
Pro Parker,54762.0,2025-01-17,Romford,400,5,3,24.47,3.82,20/1,OR,2 ¾,sporting_life
Pro Parker,54762.0,2025-01-03,Romford,400,4,4,24.49,3.79,4/1,OR,sh,sporting_life
Pro Parker,54762.0,2024-12-27,Romford,400,6,6,24.72,3.83,11/4,OR3,1 ¼,sporting_life
Pro Parker,54762.0,2024-12-09,Nottingham,305,4,5,18.14,,10/1,OR2,1,sporting_life
Pro Parker,54762.0,2024-11-27,Harlow,238,3,1,15.18,,11/4,OR2,,sporting_life
Pro Parker,54762.0,2024-11-20,Harlow,238,3,3,15.32,,2/1,OR2,sh,sporting_life
Pro Parker,54762.0,2024-11-13,Harlow,238,3,1,15.18,,4/5,OR2,,sporting_life
Pro Parker,54762.0,2024-10-25,Romford,400,3,4,24.45,3.8,2/1,OR,1,sporting_life
Pro Parker,54762.0,2024-10-18,Romford,400,4,5,24.59,3.71,5/1,OR2,2,sporting_life
Pro Parker,54762.0,2024-10-11,Romford,400,4,1,24.03,3.71,7/2,OR2,,sporting_life
Pro Parker,54762.0,2024-10-04,Romford,400,4,1,23.97,3.69,9/2,OR2,,sporting_life
Pro Parker,54762.0,2024-09-29,Towcester,270,3,1,15.83,,7/4,OR,,sporting_life
Pro Parker,54762.0,2024-09-20,Romford,400,3,4,24.5,3.74,6/1,OR,1 ½,sporting_life
Pro Parker,54762.0,2024-09-13,Romford,400,5,5,24.53,3.75,8/1,OR,3 ¾,sporting_life
Pro Parker,54762.0,2024-08-23,Romford,400,3,1,23.96,3.72,10/1,OR,,sporting_life
Pro Parker,54762.0,2024-08-16,Romford,400,5,6,24.51,3.8,11/1,OR,2,sporting_life
Pro Parker,54762.0,2024-08-09,Romford,400,3,3,24.21,3.74,8/1,OR3,sh,sporting_life
Pro Parker,54762.0,2024-08-04,Towcester,270,5,2,15.78,,16/1,OR,1,sporting_life
Pro Parker,54762.0,2024-07-20,Yarmouth,462,5,6,28.62,5.23,8/1,OR,2,sporting_life
Pro Parker,54762.0,2024-07-06,Yarmouth,462,3,5,28.44,5.19,6/1,OR,¾,sporting_life
Pro Parker,54762.0,2024-06-23,Towcester,270,4,1,15.81,,4/1,OR,,sporting_life
Pro Parker,54762.0,2024-06-09,Towcester,270,3,3,15.96,,10/1,OR,1 ¾,sporting_life
Pro Parker,54762.0,2024-06-02,Towcester,270,3,3,16.05,,9/2,OR,1 ¾,sporting_life
Pro Parker,54762.0,2024-05-26,Towcester,270,2,3,15.8,,2/1,OR,¾,sporting_life
Pro Parker,54762.0,2024-05-19,Towcester,270,4,1,15.71,,3/1,OR,,sporting_life
Pro Parker,54762.0,2024-05-09,Newcastle,480,4,5,29.61,4.63,33/1,OR2,2 ½,sporting_life
Pro Parker,54762.0,2024-03-20,Romford,400,3,5,25.04,3.92,7/4,A3,1 ¾,sporting_life
Pro Parker,54762.0,2024-03-02,Romford,400,3,3,24.76,3.86,10/3,A3,1 ¾,sporting_life
Pro Parker,54762.0,2024-02-21,Romford,400,3,4,25.22,3.76,11/4,A2,1 ¾,sporting_life
Pro Parker,54762.0,2024-02-14,Romford,400,2,4,24.74,3.77,7/4,A2,4 ¾,sporting_life
Pro Parker,54762.0,2024-02-07,Romford,400,2,3,24.66,3.83,3/1,A2,hd,sporting_life
Pro Parker,54762.0,2023-11-25,Romford,400,2,2,24.64,3.83,9/4,A1,2 ¾,sporting_life
Pro Parker,54762.0,2023-11-16,Romford,400,2,6,25.12,3.9,5/1,A1,2 ¾,sporting_life
Pro Parker,54762.0,2023-11-04,Romford,400,2,1,24.26,3.84,7/4,A2,,sporting_life
Pro Parker,54762.0,2023-10-23,Romford,400,2,5,24.56,3.85,15/8,A2,3 ½,sporting_life
Pro Parker,54762.0,2023-09-23,Romford,400,2,4,24.75,3.83,11/10,A2,3 ¾,sporting_life
Pro Parker,54762.0,2023-09-18,Romford,400,2,2,24.47,3.85,10/11,A2,1,sporting_life
Pro Parker,54762.0,2023-09-12,Romford,400,2,1,24.23,3.8,9/2,A3,,sporting_life
Quinton Boy,60345.0,2026-03-06,Romford,400,1,1,24.34,3.73,7/1,OR1,,sporting_life
Quinton Boy,60345.0,2026-02-17,Romford,400,2,3,24.67,3.83,7/2,A1,3 ½,sporting_life
Quinton Boy,60345.0,2026-02-13,Romford,225,2,4,13.83,,16/1,OR,1 ¼,sporting_life
Quinton Boy,60345.0,2026-02-06,Romford,400,1,1,24.44,3.81,15/8,A2,,sporting_life
Quinton Boy,60345.0,2026-01-31,Romford,400,2,5,24.88,3.86,7/4,A2,2,sporting_life
Quinton Boy,,2026-01-22,Romford,400,2,1,24.31,,22/01,,,timeform
Quinton Boy,,2026-01-15,Romford,225,1,1,13.58,,15/01,,,timeform
Quinton Boy,60345.0,2025-09-06,Romford,400,2,5,24.83,3.78,8/1,A1,4,sporting_life
Quinton Boy,60345.0,2025-08-29,Romford,400,1,4,24.8,3.84,8/1,OR,3,sporting_life
Quinton Boy,60345.0,2025-08-22,Romford,400,1,1,24.17,3.83,4/1,OR,,sporting_life
Quinton Boy,60345.0,2025-08-13,Romford,400,1,4,24.35,3.87,4/1,A1,hd,sporting_life
Quinton Boy,60345.0,2025-08-04,Romford,400,2,3,24.62,3.79,8/1,A1,1 ½,sporting_life
Quinton Boy,60345.0,2025-07-18,Romford,400,3,5,24.4,3.85,22/1,OR3,1 ¾,sporting_life
Quinton Boy,60345.0,2025-07-12,Romford,400,1,3,24.63,3.88,1/1,A1,2 ¼,sporting_life
Quinton Boy,60345.0,2025-07-04,Romford,400,1,5,24.62,3.89,9/1,OR3,1 ¾,sporting_life
Quinton Boy,60345.0,2025-06-28,Romford,400,2,5,24.54,3.87,3/1,A1,4 ¾,sporting_life
Quinton Boy,60345.0,2025-06-21,Romford,400,3,5,24.82,3.87,9/2,IV,4 ¼,sporting_life
Quinton Boy,60345.0,2025-06-06,Romford,400,3,5,24.44,3.72,5/2,OR3,2 ¼,sporting_life
Quinton Boy,60345.0,2025-05-30,Romford,400,2,1,24.29,3.8,4/1,OR3,,sporting_life
Quinton Boy,60345.0,2025-05-23,Romford,400,2,2,24.21,3.78,5/2,OR3,nk,sporting_life
Quinton Boy,60345.0,2025-05-16,Romford,400,3,1,24.23,3.72,7/1,OR3,,sporting_life
Quinton Boy,60345.0,2025-05-09,Romford,400,1,1,23.94,3.74,3/1,OR,,sporting_life
Quinton Boy,60345.0,2025-05-02,Romford,400,1,4,24.5,3.9,7/1,OR3,7 ¼,sporting_life
Quinton Boy,60345.0,2025-04-22,Romford,400,2,1,24.08,3.7,7/4,A1,,sporting_life
Quinton Boy,60345.0,2025-04-18,Romford,225,1,6,13.92,0.0,9/2,OR,½,sporting_life
Quinton Boy,60345.0,2025-04-11,Romford,225,1,2,13.56,0.0,7/2,OR,2,sporting_life
Quinton Boy,60345.0,2025-04-01,Romford,400,2,1,23.93,3.66,5/2,A1,,sporting_life
Quinton Boy,60345.0,2025-03-25,Romford,400,2,1,24.16,3.68,7/1,A1,,sporting_life
Quinton Boy,60345.0,2025-03-15,Romford,400,1,3,24.48,3.79,3/1,A1,½,sporting_life
Quinton Boy,60345.0,2025-03-01,Romford,400,2,1,24.25,3.68,9/2,A1,,sporting_life
Quinton Boy,60345.0,2025-02-21,Romford,400,2,2,24.53,3.75,6/1,OR,3 ¼,sporting_life
Quinton Boy,60345.0,2025-02-08,Romford,400,2,1,24.3,3.79,7/2,A2,,sporting_life
Quinton Boy,60345.0,2025-01-25,Romford,400,1,6,24.65,3.76,11/4,A2,¾,sporting_life
Quinton Boy,60345.0,2025-01-18,Romford,400,2,2,24.59,3.79,7/4,A2,2 ¾,sporting_life
Quinton Boy,,2025-01-02,Romford,400,1,1,24.17,,02/01,,,timeform
Quinton Boy,60345.0,2024-12-27,Romford,400,1,5,25.34,3.91,9/2,OR,1 ¾,sporting_life
Quinton Boy,60345.0,2024-12-20,Romford,400,3,6,24.93,3.86,22/1,OR3,2,sporting_life
Quinton Boy,60345.0,2024-12-13,Romford,400,1,3,24.19,3.76,16/1,OR3,1 ¼,sporting_life
Quinton Boy,60345.0,2024-12-06,Romford,400,1,3,24.67,3.84,3/1,OR,4 ¼,sporting_life
Quinton Boy,60345.0,2024-11-29,Romford,400,1,1,24.27,3.77,9/2,OR3,,sporting_life
Quinton Boy,60345.0,2024-11-22,Romford,400,2,3,24.31,3.81,5/2,OR3,1,sporting_life
Quinton Boy,60345.0,2024-11-17,Towcester,500,3,5,29.9,4.2,11/10,OR,sh,sporting_life
Quinton Boy,,2024-11-10,Towcester,500,3,2,29.6,,10/11,,,timeform
Quinton Boy,60345.0,2024-11-01,Romford,400,1,5,,3.86,11/4,OR,dis,sporting_life
Quinton Boy,60345.0,2024-10-26,Romford,400,3,4,25.06,3.95,15/8,A2,1,sporting_life
Quinton Boy,60345.0,2024-10-19,Romford,400,3,1,24.44,3.79,15/8,A3,,sporting_life
Quinton Boy,60345.0,2024-10-12,Romford,400,3,3,24.54,3.79,5/2,A3,¾,sporting_life
Quinton Boy,,2024-10-02,Romford,400,3,1,24.38,,02/10,,,timeform
Real Gone Lover,60470.0,2026-03-09,Romford,400,5,2,24.58,3.83,15/8,A6,1 ¼,sporting_life
Real Gone Lover,60470.0,2026-03-02,Romford,575,5,1,36.08,14.08,11/8,S2,,sporting_life
Real Gone Lover,60470.0,2026-02-24,Romford,575,5,6,35.8,13.99,3/1,S1,½,sporting_life
Real Gone Lover,60470.0,2026-02-16,Romford,575,5,1,35.85,13.8,2/1,S2,,sporting_life
Real Gone Lover,60470.0,2026-02-11,Romford,575,6,1,35.61,13.75,8/11,S3,,sporting_life
Real Gone Lover,60470.0,2026-02-06,Romford,575,5,3,35.9,13.91,10/1,OR,2 ¾,sporting_life
Real Gone Lover,60470.0,2026-01-31,Romford,575,6,2,35.72,13.88,7/2,S2,2,sporting_life
Real Gone Lover,60470.0,2026-01-27,Romford,400,6,1,24.37,3.92,7/4,A8,,sporting_life
Real Gone Lover,60470.0,2026-01-20,Romford,575,6,4,36.09,13.85,7/1,S2,1 ¾,sporting_life
Real Gone Lover,60470.0,2026-01-13,Romford,400,5,2,24.58,3.9,9/4,A8,1,sporting_life
Real Gone Lover,60470.0,2026-01-07,Romford,400,4,1,24.58,3.88,9/4,A9,,sporting_life
Real Gone Lover,,2025-12-31,Romford,400,3,1,24.99,,31/12,,,timeform
Real Gone Lover,60470.0,2025-12-06,Romford,400,5,2,24.61,3.9,11/4,A8,sh,sporting_life
Real Gone Lover,60470.0,2025-12-01,Romford,400,5,3,24.85,3.9,2/1,A8,2 ¾,sporting_life
Real Gone Lover,60470.0,2025-11-26,Romford,400,5,5,25.13,3.9,16/1,IT,4 ½,sporting_life
Real Gone Lover,60470.0,2025-11-19,Romford,400,5,6,24.89,3.87,14/1,IT,1,sporting_life
Real Gone Lover,60470.0,2025-11-12,Harlow,238,6,4,15.71,,5/4,D4,nk,sporting_life
Real Gone Lover,,2025-10-31,Harlow,238,3,2,15.73,,31/10,,,timeform
Real Gone Lover,60470.0,2025-09-03,Harlow,415,6,3,27.25,4.98,7/2,A4,2 ½,sporting_life
Real Gone Lover,60470.0,2025-08-29,Harlow,415,6,2,27.61,4.93,11/4,A4,4 ¾,sporting_life
Real Gone Lover,60470.0,2025-08-15,Romford,575,6,3,35.41,13.78,20/1,OR,1 ½,sporting_life
Real Gone Lover,,2025-08-08,Romford,400,3,1,24.6,,08/08,,,timeform
Real Gone Lover,60470.0,2025-08-01,Harlow,415,6,1,26.73,4.82,9/4,A5,,sporting_life
Real Gone Lover,,2025-07-25,Harlow,238,1,1,15.53,,25/07,,,timeform
Real Gone Lover,60470.0,2025-06-13,Harlow,415,5,4,27.02,4.97,7/2,A5,hd,sporting_life
Real Gone Lover,,2025-06-04,Harlow,238,1,1,15.83,,04/06,,,timeform
Real Gone Lover,60470.0,2025-05-10,Central Park,491,6,4,29.99,3.3,5/1,OR,3,sporting_life
Real Gone Lover,60470.0,2025-05-03,Central Park,491,6,5,30.06,3.17,7/1,OR,2 ½,sporting_life
Real Gone Lover,60470.0,2025-04-26,Central Park,491,6,3,29.71,3.25,12/1,OR,1,sporting_life
Real Gone Lover,,2025-04-17,Central Park,491,1,1,29.58,,17/04,,,timeform
Real Gone Lover,60470.0,2025-04-11,Harlow,415,5,2,27.59,5.03,7/4,A4,2 ¼,sporting_life
Real Gone Lover,60470.0,2025-04-07,Harlow,415,6,2,26.78,4.94,10/3,A4,2,sporting_life
Real Gone Lover,60470.0,2025-04-02,Harlow,238,5,1,15.47,,10/3,D4,,sporting_life
Real Gone Lover,60470.0,2025-03-28,Harlow,238,5,3,15.9,,5/2,D4,¾,sporting_life
Real Gone Lover,60470.0,2025-03-24,Harlow,238,5,4,16.05,,11/4,D4,1 ½,sporting_life
Real Gone Lover,,2025-03-17,Harlow,238,3,1,15.63,,17/03,,,timeform
Real Gone Lover,,2025-01-18,Central Park,491,1,1,29.72,,18/01,,,timeform
Real Gone Lover,60470.0,2024-12-30,Harlow,415,4,1,27.1,5.09,10/3,A5,,sporting_life
Real Gone Lover,60470.0,2024-12-23,Harlow,415,5,1,26.79,5.03,3/1,A6,,sporting_life
Real Gone Lover,60470.0,2024-12-18,Harlow,415,5,3,27.46,5.08,5/2,A6,3 ¾,sporting_life
Real Gone Lover,60470.0,2024-12-13,Harlow,415,5,4,27.07,5.08,5/2,A5,½,sporting_life
Real Gone Lover,60470.0,2024-12-06,Harlow,415,5,1,27.3,5.06,2/1,A6,,sporting_life
Real Gone Lover,60470.0,2024-12-02,Harlow,415,4,1,27.03,5.16,11/4,A7,,sporting_life
Real Gone Lover,60470.0,2024-11-27,Harlow,415,4,2,27.72,5.16,7/2,A7,nk,sporting_life
Real Gone Lover,60470.0,2024-11-22,Harlow,415,5,1,27.18,5.11,4/1,A7,,sporting_life
Real Gone Lover,60470.0,2024-11-18,Harlow,415,4,1,27.18,5.12,6/1,A7,,sporting_life
Real Gone Lover,60470.0,2024-11-13,Harlow,415,4,6,27.93,5.19,9/2,A7,2 ¼,sporting_life
Real Gone Lover,60470.0,2024-11-08,Harlow,238,4,3,16.26,,3/1,D5,2,sporting_life
Real Gone Lover,60470.0,2024-10-23,Harlow,238,4,2,16.14,,2/1,D5,3 ¾,sporting_life
Real Gone Lover,,2024-10-18,Harlow,238,3,1,16.06,,18/10,,,timeform
Rockmount Kellie,65513.0,2026-03-07,Yarmouth,277,1,1,16.35,,4/5,IV,,sporting_life
Rockmount Kellie,65513.0,2026-03-01,Sheffield,280,1,1,15.84,,3/1,IV,,sporting_life
Rockmount Kellie,,2026-02-15,Yarmouth,277,1,1,16.24,,15/02,,,timeform
Rockmount Kellie,,2026-02-08,Yarmouth,277,1,1,16.38,,08/02,,,timeform
Rockmount Kellie,65513.0,2025-12-26,Yarmouth,462,3,3,28.39,5.24,5/4,A1,2 ¼,sporting_life
Rockmount Kellie,65513.0,2025-12-17,Yarmouth,462,2,1,28.14,5.09,15/8,A1,,sporting_life
Rockmount Kellie,65513.0,2025-12-13,Yarmouth,462,2,1,27.94,5.16,8/11,A2,,sporting_life
Rockmount Kellie,65513.0,2025-12-07,Yarmouth,462,2,2,28.1,5.21,5/4,A2,3,sporting_life
Rockmount Kellie,65513.0,2025-11-29,Yarmouth,462,1,2,28.32,5.22,7/4,A2,1 ½,sporting_life
Rockmount Kellie,65513.0,2025-11-23,Yarmouth,462,2,4,29.28,5.29,7/4,A2,1 ¼,sporting_life
Rockmount Kellie,,2025-11-15,Yarmouth,462,3,2,28.6,,15/11,,,timeform
Rockmount Kellie,,2025-10-26,Yarmouth,462,3,1,28.13,,26/10,,,timeform
Rockmount Kellie,,2025-10-18,Yarmouth,462,1,1,28.12,,18/10,,,timeform
Royal Hotshot,66672.0,2026-03-06,Romford,575,4,2,35.15,13.61,28/1,OR,1 ¼,sporting_life
Royal Hotshot,66672.0,2026-02-27,Romford,575,6,1,35.65,13.89,1/1,OR,,sporting_life
Royal Hotshot,66672.0,2026-02-20,Romford,575,4,3,36.17,14.25,3/1,OR,1,sporting_life
Royal Hotshot,66672.0,2026-02-14,Yarmouth,462,5,2,27.92,5.35,8/1,OR,5 ¼,sporting_life
Royal Hotshot,66672.0,2026-02-09,Yarmouth,462,3,2,28.01,5.39,10/11,A2,1 ¾,sporting_life
Royal Hotshot,66672.0,2026-02-04,Yarmouth,462,3,3,27.94,5.38,2/1,A2,¾,sporting_life
Royal Hotshot,66672.0,2026-01-31,Yarmouth,462,4,5,28.41,5.27,7/1,A2,½,sporting_life
Royal Hotshot,,2026-01-26,Yarmouth,462,3,1,28.31,,26/01,,,timeform
Royal Hotshot,,2026-01-21,Yarmouth,462,4,2,28.33,,21/01,,,timeform
Royal Hotshot,,2026-01-17,Yarmouth,462,1,1,28.3,,17/01,,,timeform
Sehnsa Amigo,62855.0,2026-03-06,Romford,400,2,2,24.36,3.82,5/2,OR1,hd,sporting_life
Sehnsa Amigo,62855.0,2026-02-27,Romford,400,1,5,24.46,3.75,9/2,OR,1 ¼,sporting_life
Sehnsa Amigo,62855.0,2026-02-20,Romford,400,2,3,24.16,3.74,7/2,OR,1 ¼,sporting_life
Sehnsa Amigo,62855.0,2026-02-13,Romford,400,2,1,24.12,3.75,5/1,OR,,sporting_life
Sehnsa Amigo,62855.0,2026-02-01,Towcester,270,3,3,16.1,,8/1,OR,½,sporting_life
Sehnsa Amigo,62855.0,2026-01-23,Romford,400,4,2,24.07,3.74,9/2,OR,nk,sporting_life
Sehnsa Amigo,62855.0,2026-01-18,Oxford,450,5,4,27.19,,16/1,OR,½,sporting_life
Sehnsa Amigo,62855.0,2026-01-11,Towcester,270,3,4,16.42,,8/1,OR,1 ½,sporting_life
Sehnsa Amigo,62855.0,2026-01-02,Towcester,270,3,2,15.72,,15/8,D1,sh,sporting_life
Sehnsa Amigo,62855.0,2025-12-20,Towcester,270,3,2,15.74,,9/4,D1,2,sporting_life
Sehnsa Amigo,62855.0,2025-12-13,Towcester,270,3,1,15.72,,11/4,D1,,sporting_life
Sehnsa Amigo,62855.0,2025-12-07,Towcester,270,4,5,16.82,,6/1,OR,4,sporting_life
Sehnsa Amigo,,2025-11-29,Oxford,450,1,1,27.19,,29/11,,,timeform
Sehnsa Amigo,62855.0,2025-11-21,Dunstall Park,270,6,3,16.02,,9/4,OR,½,sporting_life
Sehnsa Amigo,62855.0,2025-11-14,Dunstall Park,270,4,4,16.33,,4/6,OR,½,sporting_life
Sehnsa Amigo,62855.0,2025-11-07,Towcester,270,3,4,16.48,,4/1,D1,1 ½,sporting_life
Sehnsa Amigo,62855.0,2025-10-31,Towcester,270,3,1,15.83,,11/10,D1,,sporting_life
Sehnsa Amigo,62855.0,2025-10-24,Towcester,270,3,4,16.16,,5/1,D1,1,sporting_life
Sehnsa Amigo,62855.0,2025-10-18,Towcester,270,5,6,16.69,,3/1,D1,2,sporting_life
Sehnsa Amigo,62855.0,2025-10-10,Dunstall Park,270,5,5,16.15,,25/1,OR2,2 ½,sporting_life
Sehnsa Amigo,,2025-10-06,Dundalk,270,2,2,15.97,,06/10,,,timeform
Sehnsa Amigo,,2025-09-28,Towcester,270,3,1,15.73,,28/09,,,timeform
Sehnsa Amigo,,2025-09-21,Towcester,270,3,1,15.87,,21/09,,,timeform
Sehnsa Amigo,62855.0,2025-09-13,Romford,400,3,4,24.67,3.91,7/2,A2,¾,sporting_life
Sehnsa Amigo,62855.0,2025-09-06,Romford,400,3,6,24.9,3.81,9/2,A2,2 ¾,sporting_life
Sehnsa Amigo,62855.0,2025-08-30,Romford,400,3,6,25.24,3.9,5/2,A2,2,sporting_life
Sehnsa Amigo,,2025-08-21,Romford,400,2,2,24.44,,21/08,,,timeform
Sehnsa Amigo,,2025-08-14,Romford,400,2,2,24.65,,14/08,,,timeform
Sehnsa Amigo,62855.0,2025-07-04,Romford,400,4,3,24.52,3.92,7/4,OR,sh,sporting_life
Sehnsa Amigo,62855.0,2025-06-27,Sunderland,261,3,4,15.9,,9/4,OR3,1 ½,sporting_life
Sehnsa Amigo,62855.0,2025-06-20,Sunderland,261,2,3,16.1,,4/6,OR3,3 ¾,sporting_life
Sehnsa Amigo,62855.0,2025-06-14,Central Park,277,4,4,16.49,,2/1,OR1,1 ¼,sporting_life
Sehnsa Amigo,,2025-06-03,Central Park,277,1,1,16.36,,03/06,,,timeform
Sehnsa Amigo,62855.0,2025-05-30,Romford,400,1,1,24.27,3.83,8/11,OR3,,sporting_life
Sehnsa Amigo,62855.0,2025-05-23,Romford,400,4,2,24.26,3.86,8/11,OR3,2 ½,sporting_life
Sehnsa Amigo,62855.0,2025-05-16,Romford,400,3,4,24.37,3.85,7/4,OR3,2 ½,sporting_life
Sehnsa Amigo,62855.0,2025-05-09,Romford,400,4,2,24.08,3.69,1/1,OR3,nk,sporting_life
Sehnsa Amigo,,2025-05-03,Central Park,277,1,1,16.26,,03/05,,,timeform
Sehnsa Amigo,62855.0,2025-04-29,Romford,400,4,1,24.04,3.66,11/10,A2,,sporting_life
Sehnsa Amigo,,2025-04-24,Romford,400,3,1,24.26,,24/04,,,timeform
Sehnsa Amigo,,2025-04-18,Romford,400,3,1,24.26,,18/04,,,timeform
Sehnsa Amigo,,2025-04-11,Romford,400,1,1,24.21,,11/04,,,timeform
Skidroe Lady,66801.0,2026-03-04,Romford,400,2,6,24.92,3.82,11/8,A4,¾,sporting_life
Skidroe Lady,66801.0,2026-02-21,Romford,400,2,3,24.49,3.73,11/4,A4,1 ¼,sporting_life
Skidroe Lady,66801.0,2026-02-11,Romford,400,2,1,24.42,3.78,3/1,A5,,sporting_life
Slingshot Poppy,63480.0,2026-03-06,Romford,400,4,1,23.56,3.57,1/2,OR1,,sporting_life
Slingshot Poppy,,2026-02-25,Romford,400,1,1,23.58,,25/02,,,timeform
Slingshot Poppy,,2026-02-20,Sun,261,1,1,15.41,,20/02,,,timeform
Slingshot Poppy,63480.0,2026-02-13,Sunderland,450,5,1,27.01,4.97,1/6,OR,,sporting_life
Slingshot Poppy,,2026-01-29,Newcastle,290,1,1,16.93,,29/01,,,timeform
Slingshot Poppy,63480.0,2025-12-18,Newcastle,480,3,4,28.81,4.48,1/1,OR1,nk,sporting_life
Slingshot Poppy,63480.0,2025-12-11,Newcastle,480,5,1,28.56,4.46,5/4,OR1,,sporting_life
Slingshot Poppy,,2025-12-04,Newcastle,480,1,1,28.56,,04/12,,,timeform
Slingshot Poppy,63480.0,2025-11-21,Sunderland,450,2,1,26.56,5.04,4/9,IV,,sporting_life
Slingshot Poppy,63480.0,2025-11-14,Sunderland,450,4,6,28.25,5.12,10/11,OR1,nk,sporting_life
Slingshot Poppy,63480.0,2025-11-07,Sunderland,450,4,1,26.78,4.99,1/2,OR1,,sporting_life
Slingshot Poppy,,2025-10-24,Sun,450,1,1,26.86,,24/10,,,timeform
Slingshot Poppy,,2025-10-10,Sun,450,3,1,27.13,,10/10,,,timeform
Slingshot Poppy,,2025-10-02,Newcastle,480,3,1,28.25,,02/10,,,timeform
Slingshot Poppy,,2025-09-25,Newcastle,480,1,1,28.26,,25/09,,,timeform
Slingshot Poppy,,2025-09-18,Newcastle,290,1,1,16.46,,18/09,,,timeform
Slingshot Poppy,,2025-09-11,Newcastle,290,1,1,16.91,,11/09,,,timeform
Slingshot Poppy,63480.0,2025-06-27,Sunderland,450,3,1,26.73,4.86,8/11,OR2,,sporting_life
Slingshot Poppy,63480.0,2025-06-20,Sunderland,450,4,1,26.94,4.89,8/11,OR2,,sporting_life
Slingshot Poppy,63480.0,2025-06-13,Sunderland,450,4,1,26.73,4.85,13/8,OR2,,sporting_life
Slingshot Poppy,,2026-02-20 00:00:00,Sunderland,261,3,1,15.41,,,T1,,results_parquet
Stradeen Spirit,61828.0,2026-03-06,Romford,400,5,6,24.46,3.77,28/1,OR1,1,sporting_life
Stradeen Spirit,61828.0,2026-02-27,Romford,400,4,5,24.82,3.66,6/1,OR,1 ½,sporting_life
Stradeen Spirit,61828.0,2026-02-20,Romford,400,5,1,24.05,3.72,10/1,OR,,sporting_life
Stradeen Spirit,61828.0,2026-02-13,Romford,400,4,1,24.78,3.79,4/1,OR3,,sporting_life
Stradeen Spirit,61828.0,2026-02-06,Romford,400,4,2,24.32,3.8,2/1,OR3,2 ½,sporting_life
Stradeen Spirit,61828.0,2026-01-31,Romford,400,4,5,24.81,3.77,7/1,A1,sh,sporting_life
Stradeen Spirit,61828.0,2026-01-24,Romford,400,4,6,24.98,4.35,7/1,A1,3,sporting_life
Stradeen Spirit,61828.0,2026-01-19,Romford,400,3,1,24.51,3.77,4/1,A1,,sporting_life
Stradeen Spirit,61828.0,2026-01-13,Romford,400,4,1,24.1,3.77,9/1,A1,,sporting_life
Stradeen Spirit,61828.0,2026-01-09,Romford,400,3,4,24.88,3.81,16/1,OR2,1 ¾,sporting_life
Stradeen Spirit,61828.0,2026-01-02,Romford,400,4,5,24.3,3.81,12/1,A1,sh,sporting_life
Stradeen Spirit,61828.0,2025-12-27,Romford,400,4,4,25.26,3.84,6/1,A1,7 ¾,sporting_life
Stradeen Spirit,61828.0,2025-12-20,Romford,400,4,1,24.57,3.76,3/1,A2,,sporting_life
Stradeen Spirit,61828.0,2025-12-15,Romford,400,4,4,25.11,3.91,12/1,A1,7 ¼,sporting_life
Stradeen Spirit,61828.0,2025-12-06,Romford,400,4,5,24.64,3.88,10/1,A1,¾,sporting_life
Stradeen Spirit,61828.0,2025-11-29,Romford,400,3,1,24.17,3.72,9/2,A2,,sporting_life
Stradeen Spirit,61828.0,2025-11-24,Romford,400,3,3,24.45,3.88,7/2,A1,1 ½,sporting_life
Stradeen Spirit,61828.0,2025-11-19,Romford,400,3,3,24.41,3.87,5/1,A1,¾,sporting_life
Stradeen Spirit,61828.0,2025-11-15,Romford,400,3,1,24.65,3.85,6/1,A2,,sporting_life
Stradeen Spirit,61828.0,2025-11-08,Romford,400,3,3,24.43,3.85,9/2,A2,½,sporting_life
Stradeen Spirit,61828.0,2025-11-01,Romford,400,3,1,24.24,3.82,11/4,A3,,sporting_life
Stradeen Spirit,61828.0,2025-10-28,Romford,400,3,5,24.46,3.88,7/1,A2,1,sporting_life
Stradeen Spirit,61828.0,2025-10-18,Romford,400,3,4,24.57,3.8,4/1,A2,2 ¼,sporting_life
Stradeen Spirit,61828.0,2025-10-11,Romford,400,3,4,24.92,3.86,7/1,A2,3 ¾,sporting_life
Stradeen Spirit,61828.0,2025-10-06,Romford,400,3,6,24.94,3.84,7/1,A2,½,sporting_life
Stradeen Spirit,61828.0,2025-09-29,Romford,400,3,4,24.91,4.08,5/1,A1,3 ¼,sporting_life
Stradeen Spirit,61828.0,2025-09-23,Romford,400,3,5,24.96,3.86,7/1,A1,3,sporting_life
Stradeen Spirit,61828.0,2025-09-13,Romford,400,4,5,24.94,4.03,7/2,A1,2 ½,sporting_life
Stradeen Spirit,61828.0,2025-09-01,Romford,400,4,1,24.33,3.79,15/8,A2,,sporting_life
Stradeen Spirit,61828.0,2025-08-27,Romford,400,4,2,24.23,3.74,9/2,A2,2 ¾,sporting_life
