greyhound,dog_id,date,track,distance,trap,finish_position,run_time,sectional_time,sp,race_class,btn_distance,source
Droopys Maybe,57127.0,2025-12-27,Romford,575,3,6,36.16,13.67,7/1,OR,2 ¼,sporting_life
Droopys Maybe,57127.0,2025-12-19,Romford,575,1,5,35.87,13.63,8/1,OR,nk,sporting_life
Droopys Maybe,57127.0,2025-12-09,Romford,575,2,2,35.97,13.92,6/4,S1,4,sporting_life
Droopys Maybe,57127.0,2025-11-28,Romford,575,2,5,35.78,14.1,10/1,OR,1 ¾,sporting_life
Droopys Maybe,57127.0,2025-11-21,Romford,575,1,4,35.54,13.57,8/1,OR3,1 ¾,sporting_life
Droopys Maybe,57127.0,2025-11-14,Romford,575,1,2,35.53,13.57,7/4,OR,¾,sporting_life
Droopys Maybe,57127.0,2025-11-07,Romford,400,2,4,24.21,3.92,4/1,A1,1 ¼,sporting_life
Droopys Maybe,57127.0,2025-10-29,Romford,400,2,1,24.08,3.76,11/4,A1,,sporting_life
Droopys Maybe,57127.0,2025-10-24,Romford,400,3,3,24.37,3.76,7/1,OR,½,sporting_life
Droopys Maybe,57127.0,2025-10-18,Romford,400,3,1,24.21,3.81,11/4,A1,,sporting_life
Droopys Maybe,57127.0,2025-10-06,Romford,400,3,1,24.5,3.76,10/3,A2,,sporting_life
Droopys Maybe,57127.0,2025-09-23,Romford,400,3,1,24.35,3.77,10/3,A3,,sporting_life
Droopys Maybe,57127.0,2025-09-17,Romford,400,2,2,24.57,3.86,9/2,A2,4 ¾,sporting_life
Droopys Maybe,,2025-09-12,Romford,400,2,2,24.62,,12/09,,,timeform
Droopys Maybe,,2025-09-04,Romford,225,1,1,13.8,,04/09,,,timeform
Droopys Maybe,57127.0,2025-06-20,Romford,575,3,6,35.99,13.66,33/1,OR1,1 ¼,sporting_life
Droopys Maybe,,2025-06-12,Romford,400,2,2,24.29,,12/06,,,timeform
Droopys Maybe,57127.0,2025-05-16,Romford,575,1,6,,0.0,5/1,OR3,dis,sporting_life
Droopys Maybe,57127.0,2025-05-09,Romford,575,4,3,35.63,13.81,16/1,OR3,2 ¼,sporting_life
Droopys Maybe,57127.0,2025-05-02,Romford,575,1,3,35.67,13.73,5/1,OR3,5,sporting_life
Droopys Maybe,57127.0,2025-04-25,Romford,575,2,2,35.5,13.55,6/1,OR,1,sporting_life
Droopys Maybe,57127.0,2025-04-18,Romford,575,3,3,35.56,13.89,11/4,OR3,nk,sporting_life
Droopys Maybe,57127.0,2025-04-09,Romford,575,3,1,35.61,13.56,1/1,S1,,sporting_life
Droopys Maybe,57127.0,2025-03-26,Romford,575,3,1,35.75,13.83,5/4,S1,,sporting_life
Droopys Maybe,57127.0,2025-03-21,Romford,575,3,2,35.9,13.66,16/1,OR,14 ¾,sporting_life
Droopys Maybe,57127.0,2025-03-14,Romford,575,3,3,35.66,13.81,10/1,OR,3 ¼,sporting_life
Droopys Maybe,57127.0,2025-03-01,Romford,575,1,1,35.72,13.79,4/9,S1,,sporting_life
Droopys Maybe,57127.0,2025-02-21,Romford,750,4,6,48.45,24.63,8/1,OR3,4 ½,sporting_life
Droopys Maybe,57127.0,2025-02-14,Romford,750,1,2,48.41,24.37,2/1,OR3,6 ¼,sporting_life
Droopys Maybe,57127.0,2025-02-07,Romford,575,2,2,35.6,13.79,6/1,OR,2,sporting_life
Droopys Maybe,57127.0,2025-01-31,Romford,575,1,3,35.56,13.83,9/1,OR,½,sporting_life
Droopys Maybe,57127.0,2025-01-24,Romford,575,1,5,35.58,13.65,5/1,OR3,1 ½,sporting_life
Droopys Maybe,57127.0,2025-01-17,Romford,575,3,1,35.63,13.69,10/3,OR,,sporting_life
Droopys Maybe,57127.0,2025-01-10,Romford,575,2,4,35.68,13.8,7/1,OR1,hd,sporting_life
Droopys Maybe,57127.0,2025-01-03,Romford,575,3,2,35.26,13.78,7/4,OR,4 ¼,sporting_life
Droopys Maybe,57127.0,2024-12-27,Romford,400,4,6,24.54,3.82,7/1,OR,2,sporting_life
Droopys Maybe,57127.0,2024-12-20,Romford,400,3,2,24.24,3.72,5/1,OR,3 ¼,sporting_life
Droopys Maybe,57127.0,2024-12-14,Romford,400,2,1,24.0,3.73,4/1,A2,,sporting_life
Droopys Maybe,,2024-12-05,Romford,400,1,1,24.64,,05/12,,,timeform
Droopys Maybe,,2024-11-28,Romford,400,3,2,25.34,,28/11,,,timeform
Droopys Maybe,57127.0,2024-10-16,Romford,575,2,4,36.15,14.09,2/1,S1,1 ¼,sporting_life
Droopys Maybe,57127.0,2024-10-11,Romford,575,1,6,36.18,14.07,14/1,OR1,2 ½,sporting_life
Droopys Maybe,57127.0,2024-10-04,Romford,575,4,2,35.72,13.68,12/1,OR1,8 ½,sporting_life
Droopys Maybe,57127.0,2024-09-24,Romford,400,2,3,24.4,3.74,11/4,A1,½,sporting_life
Droopys Maybe,57127.0,2024-09-20,Romford,400,1,6,24.55,3.8,4/1,OR1,¾,sporting_life
Droopys Maybe,57127.0,2024-09-13,Romford,400,1,3,24.72,3.77,11/10,OR1,5 ½,sporting_life
Droopys Maybe,57127.0,2024-09-06,Romford,400,2,2,23.88,3.82,6/1,OR,3,sporting_life
Droopys Maybe,57127.0,2024-08-30,Romford,575,1,1,35.29,13.64,5/1,OR,,sporting_life
Droopys Maybe,57127.0,2024-08-23,Romford,575,3,1,35.43,13.57,12/1,OR3,,sporting_life
Droopys Maybe,57127.0,2024-08-16,Romford,575,3,2,35.49,,8/1,OR3,8,sporting_life
Droopys Maybe,57127.0,2024-08-06,Romford,400,3,1,24.32,6.85,3/1,A2,,sporting_life
Droopys Maybe,57127.0,2024-07-27,Romford,400,2,4,24.43,3.85,7/1,A1,¾,sporting_life
Droopys Maybe,57127.0,2024-07-21,Towcester,500,2,5,29.58,4.14,16/1,OR2,2 ¾,sporting_life
Droopys Maybe,57127.0,2024-07-14,Towcester,500,1,2,29.74,4.17,7/1,OR2,1 ¼,sporting_life
Droopys Maybe,57127.0,2024-07-05,Romford,575,3,5,36.32,14.01,1/1,OR,1 ¼,sporting_life
Droopys Maybe,57127.0,2024-06-30,Towcester,500,2,1,29.5,4.24,15/8,OR,,sporting_life
Droopys Maybe,57127.0,2024-06-23,Towcester,500,4,4,29.79,4.14,12/1,IV,1,sporting_life
Droopys Maybe,57127.0,2024-06-19,Romford,400,2,1,24.28,3.8,4/1,A2,,sporting_life
Droopys Maybe,57127.0,2024-06-14,Romford,575,1,4,36.1,13.86,7/2,OR,4 ½,sporting_life
Droopys Maybe,57127.0,2024-06-09,Towcester,500,2,4,30.31,4.42,9/4,OR,hd,sporting_life
Droopys Maybe,57127.0,2024-06-01,Romford,400,2,3,24.56,3.88,2/1,A2,¾,sporting_life
Droopys Maybe,57127.0,2024-05-25,Romford,400,2,2,24.4,3.83,3/1,A2,3,sporting_life
Droopys Maybe,57127.0,2024-05-15,Romford,400,2,5,25.02,3.82,7/2,A1,½,sporting_life
Droopys Maybe,57127.0,2024-05-10,Romford,400,3,4,25.06,3.8,7/2,OR3,1 ½,sporting_life
Droopys Maybe,57127.0,2024-04-30,Romford,400,2,5,24.98,3.82,5/1,A1,2 ¾,sporting_life
Droopys Maybe,57127.0,2024-04-23,Romford,400,2,2,24.74,3.77,6/1,A1,3 ½,sporting_life
Droopys Maybe,57127.0,2024-04-17,Romford,400,3,1,24.14,3.76,2/1,A1,,sporting_life
Droopys Maybe,57127.0,2024-04-10,Romford,400,3,4,24.4,3.79,11/4,A1,1,sporting_life
Droopys Maybe,57127.0,2024-04-05,Romford,400,4,5,24.62,3.85,3/1,OR,1,sporting_life
Droopys Maybe,57127.0,2024-03-29,Romford,400,3,3,24.38,3.77,9/2,OR3,1 ½,sporting_life
Droopys Maybe,57127.0,2024-03-22,Romford,400,1,2,24.23,3.75,7/2,OR3,2 ¾,sporting_life
Droopys Maybe,57127.0,2024-03-16,Romford,400,3,1,24.22,3.7,2/1,A2,,sporting_life
Droopys Maybe,57127.0,2024-03-11,Romford,400,3,1,24.44,3.74,9/4,A3,,sporting_life
Droopys Maybe,57127.0,2024-03-04,Romford,400,3,4,24.62,3.86,9/2,A3,1,sporting_life
Droopys Maybe,57127.0,2024-02-24,Romford,400,3,1,24.44,3.79,5/2,A4,,sporting_life
Droopys Maybe,57127.0,2024-02-17,Romford,400,3,4,24.93,3.85,5/2,A4,sh,sporting_life
Droopys Rhona,65779.0,2026-03-07,Romford,400,5,2,24.42,3.84,9/2,A5,5 ¼,sporting_life
Droopys Rhona,65779.0,2026-02-28,Romford,400,5,4,24.68,3.89,5/1,A5,1,sporting_life
Droopys Rhona,65779.0,2026-02-23,Romford,400,5,3,25.01,3.92,9/2,A5,7,sporting_life
Droopys Rhona,65779.0,2026-02-03,Romford,400,4,4,24.66,3.92,9/2,A5,¾,sporting_life
Droopys Rhona,65779.0,2026-01-13,Romford,400,4,1,24.67,3.97,11/4,A6,,sporting_life
Droopys Rhona,65779.0,2026-01-03,Romford,400,4,6,25.61,3.92,5/1,A6,1,sporting_life
Droopys Rhona,65779.0,2025-12-23,Romford,400,4,1,24.43,3.9,5/1,A7,,sporting_life
Droopys Rhona,65779.0,2025-12-13,Romford,400,4,5,25.01,4.0,6/1,A7,¾,sporting_life
Droopys Rhona,,2025-12-03,Romford,400,3,2,24.73,,03/12,,,timeform
Droopys Rhona,,2025-11-27,Romford,400,3,2,24.61,,27/11,,,timeform
Droopys Rhona,,2025-11-20,Romford,225,1,1,14.08,,20/11,,,timeform
Droopys Rosie,57161.0,2026-03-07,Central Park,491,1,4,29.34,3.16,11/1,OR,2,sporting_life
Droopys Rosie,57161.0,2026-02-21,Central Park,491,2,5,29.92,3.14,6/4,OR,sh,sporting_life
Droopys Rosie,57161.0,2026-01-29,Hove,500,3,5,29.74,3.61,9/1,OR3,1 ¾,sporting_life
Droopys Rosie,57161.0,2026-01-24,Central Park,491,2,3,29.6,3.07,2/1,OR,3,sporting_life
Droopys Rosie,57161.0,2026-01-17,Central Park,491,1,6,29.8,3.13,10/1,OR3,1,sporting_life
Droopys Rosie,57161.0,2025-12-20,Central Park,491,1,2,29.15,3.0,9/2,OR,3 ½,sporting_life
Droopys Rosie,57161.0,2025-12-13,Central Park,491,2,3,29.4,3.05,5/1,OR,½,sporting_life
Droopys Rosie,57161.0,2025-12-06,Central Park,491,2,3,29.44,3.13,3/1,OR,¾,sporting_life
Droopys Rosie,57161.0,2025-11-28,Romford,575,3,4,35.76,13.93,10/3,OR,nk,sporting_life
Droopys Rosie,57161.0,2025-11-21,Romford,575,2,5,35.57,13.89,8/1,OR3,nk,sporting_life
Droopys Rosie,57161.0,2025-11-14,Romford,575,2,4,35.51,13.55,12/1,OR,1 ¾,sporting_life
Droopys Rosie,57161.0,2025-11-07,Romford,575,2,6,35.79,13.84,15/8,OR,hd,sporting_life
Droopys Rosie,57161.0,2025-10-31,Romford,575,1,1,35.23,13.52,11/4,OR,,sporting_life
Droopys Rosie,57161.0,2025-10-25,Romford,400,2,2,24.31,3.87,7/2,A1,sh,sporting_life
Droopys Rosie,57161.0,2025-10-17,Romford,575,1,6,35.82,13.89,6/1,OR,3,sporting_life
Droopys Rosie,57161.0,2025-10-11,Central Park,491,1,4,29.57,3.06,9/2,OR3,¾,sporting_life
Droopys Rosie,57161.0,2025-10-03,Dunstall Park,480,1,5,28.74,3.22,7/1,OR1,1 ½,sporting_life
Droopys Rosie,57161.0,2025-09-26,Romford,575,3,4,36.01,13.75,7/2,OR,2 ¼,sporting_life
Droopys Rosie,57161.0,2025-09-18,Hove,500,4,6,29.88,3.66,11/4,OR3,1 ¾,sporting_life
Droopys Rosie,57161.0,2025-09-11,Hove,500,3,4,29.66,3.62,20/1,OR,hd,sporting_life
Droopys Rosie,57161.0,2025-08-01,Romford,575,1,4,35.62,13.89,6/5,OR3,½,sporting_life
Droopys Rosie,57161.0,2025-07-18,Romford,575,1,5,36.3,13.83,6/4,OR3,7 ¼,sporting_life
Droopys Rosie,57161.0,2025-07-12,Hove,500,2,5,29.99,3.56,6/1,OR,2 ½,sporting_life
Droopys Rosie,57161.0,2025-07-04,Romford,575,2,2,35.24,13.84,5/1,OR,6 ¼,sporting_life
Droopys Rosie,57161.0,2025-06-27,Romford,575,3,2,35.14,13.55,4/1,OR,2 ½,sporting_life
Droopys Rosie,57161.0,2025-06-20,Romford,575,4,5,36.21,14.06,2/1,OR1,1,sporting_life
Droopys Rosie,57161.0,2025-06-13,Romford,575,3,1,35.15,13.43,1/1,OR,,sporting_life
Droopys Rosie,57161.0,2025-06-06,Romford,575,4,1,35.2,13.45,5/1,OR,,sporting_life
Droopys Rosie,57161.0,2025-05-31,Towcester,500,1,6,29.57,4.12,7/2,OR2,1 ¼,sporting_life
Droopys Rosie,57161.0,2025-05-23,Romford,575,3,2,35.41,13.57,5/2,OR,¾,sporting_life
Droopys Rosie,57161.0,2025-05-16,Romford,575,3,5,36.53,14.59,5/6,OR3,2 ¾,sporting_life
Droopys Rosie,57161.0,2025-05-09,Romford,575,3,1,35.09,13.39,7/1,OR3,,sporting_life
Droopys Rosie,57161.0,2025-05-02,Romford,575,2,1,35.11,13.41,5/1,OR3,,sporting_life
Droopys Rosie,57161.0,2025-04-26,Hove,515,4,3,30.21,4.4,7/2,OR,2 ¾,sporting_life
Droopys Rosie,57161.0,2025-04-19,Hove,515,4,3,30.78,4.34,9/2,OR1,1 ¼,sporting_life
Droopys Rosie,57161.0,2025-04-12,Hove,515,4,2,30.25,4.35,7/2,OR1,½,sporting_life
Droopys Rosie,57161.0,2025-04-05,Hove,515,1,2,30.34,4.38,13/8,OR,nk,sporting_life
Droopys Rosie,57161.0,2025-03-16,Towcester,500,2,3,29.51,4.08,6/1,OR,½,sporting_life
Droopys Rosie,57161.0,2025-03-01,Central Park,491,3,3,29.52,3.03,8/1,OR,1 ¼,sporting_life
Droopys Rosie,57161.0,2025-02-21,Romford,575,2,3,35.9,13.54,7/1,OR,2 ¼,sporting_life
Droopys Rosie,57161.0,2025-02-14,Romford,575,3,4,36.22,13.99,15/8,OR3,1 ¾,sporting_life
Droopys Rosie,57161.0,2025-02-07,Romford,575,1,1,35.6,13.55,13/8,OR3,,sporting_life
Droopys Rosie,57161.0,2025-01-30,Hove,500,2,6,31.13,3.61,7/2,OR3,3 ¾,sporting_life
Droopys Rosie,57161.0,2025-01-23,Hove,500,3,5,29.63,3.7,9/1,OR3,1,sporting_life
Droopys Rosie,57161.0,2025-01-16,Hove,500,1,3,29.87,3.72,6/1,OR3,½,sporting_life
Droopys Rosie,57161.0,2025-01-09,Hove,515,2,5,31.09,4.55,10/3,OR3,1 ½,sporting_life
Droopys Rosie,57161.0,2025-01-05,Towcester,500,5,6,29.93,4.14,14/1,OR,3 ¾,sporting_life
Droopys Rosie,57161.0,2024-12-27,Romford,400,3,5,24.38,3.78,8/1,OR,½,sporting_life
Droopys Rosie,57161.0,2024-12-20,Romford,400,2,3,24.46,3.83,10/1,OR,3 ½,sporting_life
Droopys Rosie,57161.0,2024-10-25,Romford,400,2,3,24.09,3.77,10/3,OR,½,sporting_life
Droopys Rosie,57161.0,2024-10-17,Hove,500,1,3,29.26,3.66,15/8,OR3,1 ½,sporting_life
Droopys Rosie,57161.0,2024-10-10,Hove,500,3,1,29.14,3.58,5/1,OR3,,sporting_life
Droopys Rosie,57161.0,2024-10-03,Hove,500,1,2,29.08,3.61,9/2,OR3,¾,sporting_life
Droopys Rosie,57161.0,2024-09-26,Hove,500,2,2,29.69,3.71,1/1,OR3,4 ½,sporting_life
Droopys Rosie,57161.0,2024-09-20,Romford,575,3,4,35.58,13.92,7/1,OR,1 ¾,sporting_life
Droopys Rosie,57161.0,2024-09-06,Romford,575,1,2,35.42,13.75,7/2,OR,nk,sporting_life
Droopys Rosie,57161.0,2024-09-01,Towcester,500,4,5,29.81,4.65,10/1,OR1,2,sporting_life
Droopys Rosie,57161.0,2024-07-28,Towcester,500,1,6,30.27,4.25,5/1,OR,1 ¼,sporting_life
Droopys Rosie,57161.0,2024-07-21,Towcester,500,5,3,29.2,4.21,10/3,OR2,½,sporting_life
Droopys Rosie,57161.0,2024-07-14,Towcester,500,2,1,29.31,4.16,1/1,OR2,,sporting_life
Droopys Rosie,57161.0,2024-06-22,Towcester,500,5,6,,4.28,11/2,OR2,dis,sporting_life
Droopys Rosie,57161.0,2024-06-15,Towcester,500,3,1,29.32,4.1,9/4,OR2,,sporting_life
Droopys Rosie,57161.0,2024-06-06,Hove,500,2,1,29.42,3.61,4/1,OR,,sporting_life
Droopys Rosie,57161.0,2024-05-28,Romford,400,1,1,23.95,3.79,11/8,A3,,sporting_life
Droopys Rosie,57161.0,2024-05-17,Romford,575,3,3,36.55,13.98,7/1,OR,9 ½,sporting_life
Droopys Rosie,57161.0,2024-05-11,Romford,400,1,1,24.21,3.83,8/13,A5,,sporting_life
Droopys Rosie,57161.0,2024-05-06,Romford,400,1,3,24.85,3.75,9/4,A4,2 ½,sporting_life
Droopys Rosie,57161.0,2024-04-27,Romford,400,1,2,24.82,3.83,15/8,A4,3 ½,sporting_life
Droopys Rosie,57161.0,2024-04-17,Romford,400,1,6,24.93,3.87,7/4,A4,hd,sporting_life
Droopys Rosie,57161.0,2024-02-20,Romford,400,2,4,25.06,3.86,7/2,A4,2 ½,sporting_life
Droopys Rosie,,2026-02-26 00:00:00,Hove,285,2,1,16.58,,,T3,3.75,results_parquet
Droopys Rosie,,2026-02-12 00:00:00,Romford,400,1,1,24.44,3.79,,T3,2.75,results_parquet
Droopys Will,60191.0,2026-03-06,Romford,400,3,2,24.14,3.76,7/1,OR1,7 ¼,sporting_life
Droopys Will,60191.0,2026-02-28,Central Park,277,1,2,16.12,,13/8,OR3,1 ½,sporting_life
Droopys Will,60191.0,2026-02-21,Central Park,277,1,1,16.19,,4/6,OR3,,sporting_life
Droopys Will,60191.0,2026-02-13,Romford,400,2,4,24.31,3.82,4/1,OR3,½,sporting_life
Droopys Will,60191.0,2026-02-06,Romford,400,1,3,24.1,3.83,4/1,OR3,1,sporting_life
Droopys Will,60191.0,2026-01-30,Romford,400,1,1,24.3,3.8,5/2,OR3,,sporting_life
Droopys Will,60191.0,2026-01-23,Romford,400,1,2,24.02,3.79,4/1,OR,1 ¾,sporting_life
Droopys Will,60191.0,2026-01-15,Monmore,480,2,3,28.96,4.41,5/1,OR3,hd,sporting_life
Droopys Will,60191.0,2025-12-28,Oxford,450,2,1,26.88,,3/1,OR,,sporting_life
Droopys Will,60191.0,2025-12-21,Oxford,450,2,1,27.23,,5/2,OR,,sporting_life
Droopys Will,60191.0,2025-12-15,Nottingham,305,1,5,17.99,,22/1,OR2,1,sporting_life
Droopys Will,,2025-12-08,Nottingham,305,0,4,17.8,,08/12,OR2,,timeform
Droopys Will,,2025-11-24,Nottingham,305,2,2,17.82,,24/11,,,timeform
Droopys Will,60191.0,2025-11-14,Romford,400,2,5,24.81,3.88,7/2,OR,5 ½,sporting_life
Droopys Will,,2025-11-09,Oxford,253,2,2,15.15,,09/11,,,timeform
Droopys Will,60191.0,2025-10-17,Dunstall Park,270,1,3,16.3,,8/1,OR2,4 ½,sporting_life
Droopys Will,60191.0,2025-10-10,Dunstall Park,270,2,3,15.87,,6/1,OR2,2 ¼,sporting_life
Droopys Will,,2025-10-03,Dundalk,270,2,1,15.77,,03/10,,,timeform
Droopys Will,60191.0,2025-09-11,Hove,285,2,2,16.48,,13/2,OR3,2 ¼,sporting_life
Droopys Will,60191.0,2025-09-04,Hove,285,2,2,16.32,,9/1,OR3,1,sporting_life
Droopys Will,60191.0,2025-08-29,Romford,400,4,3,24.56,3.87,11/2,OR,1 ¾,sporting_life
Droopys Will,60191.0,2025-08-23,Monmore,480,4,4,28.98,4.49,3/1,OR,2 ¼,sporting_life
Droopys Will,60191.0,2025-08-15,Romford,400,3,2,24.19,3.92,1/1,OR,1 ¾,sporting_life
Droopys Will,60191.0,2025-08-08,Romford,400,1,2,24.34,3.91,10/11,OR,1 ¼,sporting_life
Droopys Will,,2025-08-01,Romford,400,2,2,24.11,,01/08,,,timeform
Droopys Will,60191.0,2025-07-26,Hove,285,2,3,16.35,,12/1,OR2,¾,sporting_life
Droopys Will,60191.0,2025-07-19,Monmore,480,3,5,29.08,4.44,3/1,OR,1 ¼,sporting_life
Droopys Will,,2025-07-05,Oxford,450,3,1,27.08,,05/07,,,timeform
Droopys Will,60191.0,2025-06-28,Central Park,277,3,2,16.54,,2/1,OR3,1 ½,sporting_life
Droopys Will,60191.0,2025-06-21,Central Park,277,2,1,16.44,,11/10,OR,,sporting_life
Droopys Will,,2025-06-14,Central Park,277,1,1,16.46,,14/06,,,timeform
Droopys Will,,2025-05-31,Central Park,277,2,1,16.28,,31/05,,,timeform
Droopys Will,,2025-05-22,Hove,285,1,1,16.53,,22/05,,,timeform
Droopys Will,,2025-05-10,Monmore,264,1,1,15.36,,10/05,,,timeform
Droopys Will,60191.0,2024-09-28,Oxford,450,4,6,,4.06,7/4,OR,dis,sporting_life
Droopys Will,,2024-09-21,Oxford,450,3,1,26.85,,21/09,,,timeform
Droopys Will,,2024-09-15,Towcester,270,3,1,15.7,,15/09,,,timeform
Droopys Will,,2024-09-08,Towcester,270,1,1,15.72,,08/09,,,timeform
Droopys Will,,2024-09-01,Towcester,270,1,1,15.76,,01/09,,,timeform
Essjay Sonia,65656.0,2026-03-06,Romford,575,6,2,36.12,14.01,3/1,OR3,7 ¾,sporting_life
Essjay Sonia,65656.0,2026-02-26,Towcester,500,6,4,29.63,4.16,11/1,A3,sh,sporting_life
Essjay Sonia,65656.0,2026-02-15,Towcester,712,6,3,43.89,16.29,11/4,S2,sh,sporting_life
Essjay Sonia,65656.0,2026-02-08,Towcester,712,6,2,43.75,16.26,5/1,OR,1 ¾,sporting_life
Essjay Sonia,65656.0,2026-02-01,Towcester,712,5,2,43.91,16.02,7/2,S1,1 ½,sporting_life
Essjay Sonia,65656.0,2026-01-25,Towcester,712,6,5,44.42,16.31,7/1,S1,1 ¼,sporting_life
Essjay Sonia,65656.0,2026-01-15,Towcester,500,6,3,30.2,4.13,9/4,A3,nk,sporting_life
Essjay Sonia,65656.0,2026-01-08,Towcester,500,5,2,30.09,4.22,1/1,A3,2 ¼,sporting_life
Essjay Sonia,65656.0,2026-01-02,Towcester,500,5,2,29.83,4.27,11/8,A3,1 ¼,sporting_life
Essjay Sonia,65656.0,2025-12-27,Towcester,500,6,3,30.1,4.26,3/1,A3,1,sporting_life
Essjay Sonia,65656.0,2025-12-20,Towcester,500,6,1,29.83,,11/8,A4,,sporting_life
Essjay Sonia,65656.0,2025-12-11,Towcester,500,6,5,29.83,4.22,7/4,A4,½,sporting_life
Essjay Sonia,65656.0,2025-12-05,Towcester,500,6,2,29.92,4.28,3/1,A4,¾,sporting_life
Essjay Sonia,,2025-11-30,Towcester,500,3,2,29.85,,30/11,,,timeform
Essjay Sonia,,2025-11-24,Towcester,500,3,3,30.11,,24/11,,,timeform
Essjay Sonia,,2025-10-24,Dundalk,270,3,3,16.6,,24/10,,,timeform
Essjay Sonia,,2025-10-01,Towcester,270,1,1,16.39,,01/10,,,timeform
Farneys Tearaway,65624.0,2026-03-07,Monmore,480,5,4,29.21,4.52,11/1,OR,hd,sporting_life
Farneys Tearaway,65624.0,2026-02-24,Suffolk Downs,548,3,1,34.09,13.61,1/2,OR,,sporting_life
Farneys Tearaway,65624.0,2026-02-17,Suffolk Downs,548,5,2,33.99,13.43,11/4,OR,sh,sporting_life
Farneys Tearaway,65624.0,2026-02-10,Suffolk Downs,548,4,1,34.59,13.76,1/2,OR,,sporting_life
Farneys Tearaway,65624.0,2026-01-31,Monmore,480,6,5,28.68,4.52,9/2,OR,1 ¼,sporting_life
Farneys Tearaway,65624.0,2026-01-19,Nottingham,500,5,5,30.39,5.21,11/4,OR,¾,sporting_life
Farneys Tearaway,65624.0,2025-12-30,Suffolk Downs,388,3,4,24.15,4.67,13/8,OR,sh,sporting_life
Farneys Tearaway,65624.0,2025-12-22,Nottingham,480,5,4,29.46,3.95,5/1,OR3,7,sporting_life
Farneys Tearaway,65624.0,2025-12-09,Suffolk Downs,388,5,1,23.92,4.73,1/7,OR,,sporting_life
Farneys Tearaway,65624.0,2025-12-02,Suffolk Downs,388,4,1,23.78,4.64,8/11,OR,,sporting_life
Flashing Fender,63007.0,2026-03-06,Romford,400,4,1,23.77,3.63,9/4,OR1,,sporting_life
Flashing Fender,63007.0,2026-03-01,Sheffield,480,5,4,28.3,3.15,1/2,IV,nk,sporting_life
Flashing Fender,63007.0,2026-02-21,Monmore,480,5,1,28.03,4.24,4/1,OR,,sporting_life
Flashing Fender,63007.0,2026-02-14,Yarmouth,462,3,2,27.78,5.23,1/5,OR,¾,sporting_life
Flashing Fender,,2026-02-02,Monmore,480,1,1,28.69,,02/02,,,timeform
Flashing Fender,63007.0,2026-01-25,Sheffield,480,4,1,27.56,3.05,10/11,IV,,sporting_life
Flashing Fender,63007.0,2026-01-17,Yarmouth,462,3,1,27.7,5.28,1/3,OR,,sporting_life
Flashing Fender,63007.0,2026-01-10,Yarmouth,462,4,1,27.41,5.15,6/4,A1,,sporting_life
Flashing Fender,63007.0,2025-12-26,Yarmouth,462,5,2,27.73,5.25,6/4,A1,1 ¾,sporting_life
Flashing Fender,63007.0,2025-12-20,Yarmouth,462,5,1,27.52,5.21,1/2,A1,,sporting_life
Flashing Fender,63007.0,2025-12-13,Yarmouth,462,4,1,27.67,5.19,4/7,A1,,sporting_life
Flashing Fender,63007.0,2025-12-08,Yarmouth,462,4,2,27.54,5.23,5/4,A1,sh,sporting_life
Flashing Fender,63007.0,2025-12-01,Yarmouth,462,3,4,27.89,5.22,1/1,A1,1,sporting_life
Flashing Fender,63007.0,2025-11-24,Yarmouth,462,2,2,27.85,5.25,9/4,A1,¾,sporting_life
Flashing Fender,63007.0,2025-11-19,Yarmouth,462,3,1,27.9,5.25,10/11,A1,,sporting_life
Flashing Fender,63007.0,2025-11-12,Yarmouth,462,3,1,27.62,5.21,4/5,A1,,sporting_life
Flashing Fender,,2025-11-08,Yarmouth,462,1,1,27.93,,08/11,,,timeform
Flashing Fender,,2025-11-02,Yarmouth,277,2,1,16.37,,02/11,,,timeform
Flashing Fender,,2025-10-26,Yarmouth,277,1,1,16.44,,26/10,,,timeform
Flashing Fender,63007.0,2025-08-20,Yarmouth,462,3,3,28.19,5.29,6/4,A1,4 ½,sporting_life
Flashing Fender,,2025-08-10,Yarmouth,462,3,1,28.0,,10/08,,,timeform
Flashing Fender,63007.0,2025-08-02,Hove,500,5,5,29.8,3.61,11/1,OR,3,sporting_life
Flashing Fender,63007.0,2025-07-26,Yarmouth,462,4,4,28.44,5.36,7/4,OR,2 ½,sporting_life
Flashing Fender,,2025-07-07,Yarmouth,462,1,1,28.04,,07/07,,,timeform
Flashing Fender,,2025-06-23,Yarmouth,462,1,1,28.51,,23/06,,,timeform
Flashing Fender,63007.0,2025-06-15,Towcester,500,4,1,29.25,4.04,8/11,OR,,sporting_life
Flashing Fender,63007.0,2025-06-07,Towcester,500,6,6,29.91,4.19,9/4,OR2,1 ½,sporting_life
Flashing Fender,63007.0,2025-05-31,Towcester,500,5,1,29.08,4.09,11/8,OR2,,sporting_life
Flashing Fender,63007.0,2025-05-24,Towcester,500,4,5,29.63,4.12,10/1,OR1,4,sporting_life
Flashing Fender,63007.0,2025-05-16,Towcester,500,5,3,29.42,4.09,18/1,OR1,2 ¾,sporting_life
Flashing Fender,63007.0,2025-05-09,Towcester,500,4,3,29.29,4.11,28/1,OR1,2 ¾,sporting_life
Flashing Fender,,2025-05-01,Towcester,500,3,1,29.26,,01/05,,,timeform
Flashing Fender,,2025-04-24,Towcester,270,3,1,15.88,,24/04,,,timeform
